time_s	gforce_x	gforce_y	gforce_z	lin_acc_x	lin_acc_y	lin_acc_z
173.274	-0.6	0.14	1.02	-9.96	-6.3	7.32
173.276	-0.6	0.14	1.02	-10.6	-6.77	7.13
173.285	-0.63	0.06	0.99	-10.6	-6.77	7.13
173.286	-0.63	0.06	0.99	-10.9	-7.48	6.87
173.309	-0.62	-0.02	0.95	-10.9	-7.48	6.87
173.311	-0.62	-0.02	0.95	-10.79	-8.29	6.46
173.313	-0.59	-0.07	0.91	-10.79	-8.29	6.46
173.315	-0.59	-0.07	0.91	-10.5	-8.85	6.11
173.317	-0.51	-0.11	0.97	-10.5	-8.85	6.11
173.319	-0.51	-0.11	0.97	-9.66	-9.21	6.66
173.341	-0.34	-0.05	1.14	-9.66	-9.21	6.66
173.342	-0.34	-0.05	1.14	-8.0	-8.58	8.34
173.345	-0.11	0.1	1.33	-8.0	-8.58	8.34
173.346	-0.11	0.1	1.33	-5.71	-7.17	10.14
173.347	0.0	0.12	1.5	-5.71	-7.17	10.14
173.349	0.0	0.12	1.5	-4.7	-6.99	11.77
173.362	0.03	0.12	1.71	-4.7	-6.99	11.77
173.363	0.03	0.12	1.71	-4.42	-7.0	13.86
173.363	-0.04	0.08	1.79	-4.42	-7.0	13.86
173.364	-0.04	0.08	1.79	-5.06	-7.38	14.7
173.379	-0.11	0.03	1.72	-5.06	-7.38	14.7
173.38	-0.11	0.03	1.72	-5.74	-7.86	14.08
173.384	-0.09	0.02	1.55	-5.74	-7.86	14.08
173.385	-0.09	0.02	1.55	-5.56	-8.0	12.43
173.401	-0.04	-0.03	1.32	-5.56	-8.0	12.43
173.402	-0.04	-0.03	1.32	-5.06	-8.49	10.27
173.404	0.01	-0.11	1.12	-5.06	-8.49	10.27
173.405	0.01	-0.11	1.12	-4.59	-9.31	8.39
173.414	0.03	-0.2	0.99	-4.59	-9.31	8.39
173.414	0.03	-0.2	0.99	-4.45	-10.17	7.19
173.433	-0.02	-0.3	0.95	-4.45	-10.17	7.19
173.434	-0.02	-0.3	0.95	-4.89	-11.24	6.82
173.435	-0.16	-0.43	0.99	-4.89	-11.24	6.82
173.436	-0.16	-0.43	0.99	-6.22	-12.5	7.14
173.455	-0.3	-0.51	1.01	-6.22	-12.5	7.14
173.456	-0.3	-0.51	1.01	-7.51	-13.27	7.33
173.457	-0.38	-0.48	1.03	-7.51	-13.27	7.33
173.458	-0.38	-0.48	1.03	-8.22	-13.03	7.54
173.464	-0.37	-0.3	1.06	-8.22	-13.03	7.54
173.466	-0.37	-0.3	1.06	-8.1	-11.33	7.85
173.474	-0.33	-0.09	1.04	-8.1	-11.33	7.85
173.475	-0.33	-0.09	1.04	-7.65	-9.24	7.64
173.484	-0.27	0.07	1.01	-7.65	-9.24	7.64
173.485	-0.27	0.07	1.01	-7.09	-7.62	7.34
173.496	-0.21	0.18	0.97	-7.09	-7.62	7.34
173.497	-0.21	0.18	0.97	-6.46	-6.58	6.93
173.52	-0.16	0.22	0.92	-6.46	-6.58	6.93
173.521	-0.16	0.22	0.92	-6.01	-6.2	6.4
173.521	-0.14	0.23	0.9	-6.01	-6.2	6.4
173.521	-0.14	0.23	0.9	-5.81	-6.11	6.2
173.524	-0.14	0.22	0.88	-5.81	-6.11	6.2
173.525	-0.14	0.22	0.88	-5.79	-6.13	6.02
173.534	-0.14	0.24	0.88	-5.79	-6.13	6.02
173.534	-0.14	0.24	0.88	-5.83	-6.04	6.0
173.544	-0.14	0.26	0.85	-5.83	-6.04	6.0
173.545	-0.14	0.26	0.85	-5.73	-5.78	5.63
173.561	-0.14	0.27	0.8	-5.73	-5.78	5.63
173.562	-0.14	0.27	0.8	-5.72	-5.67	5.19
173.564	-0.14	0.26	0.77	-5.72	-5.67	5.19
173.565	-0.14	0.26	0.77	-5.75	-5.79	4.85
173.584	-0.13	0.22	0.72	-5.75	-5.79	4.85
173.585	-0.13	0.22	0.72	-5.58	-6.24	4.37
173.585	-0.15	0.16	0.69	-5.58	-6.24	4.37
173.585	-0.15	0.16	0.69	-5.67	-6.84	4.08
173.595	-0.16	0.07	0.67	-5.67	-6.84	4.08
173.596	-0.16	0.07	0.67	-5.73	-7.81	3.93
173.606	-0.21	-0.03	0.65	-5.73	-7.81	3.93
173.607	-0.21	-0.03	0.65	-6.13	-8.86	3.79
173.614	-0.25	-0.12	0.65	-6.13	-8.86	3.79
173.614	-0.25	-0.12	0.65	-6.45	-9.75	3.74
173.624	-0.28	-0.19	0.63	-6.45	-9.75	3.74
173.624	-0.28	-0.19	0.63	-6.69	-10.46	3.55
173.634	-0.29	-0.23	0.61	-6.69	-10.46	3.55
173.634	-0.29	-0.23	0.61	-6.69	-10.94	3.37
173.646	-0.29	-0.27	0.6	-6.69	-10.94	3.37
173.647	-0.29	-0.27	0.6	-6.55	-11.35	3.33
173.67	-0.27	-0.3	0.6	-6.55	-11.35	3.33
173.671	-0.27	-0.3	0.6	-6.31	-11.66	3.37
173.672	-0.28	-0.31	0.6	-6.31	-11.66	3.37
173.673	-0.28	-0.31	0.6	-6.31	-11.79	3.37
173.674	-0.29	-0.29	0.65	-6.31	-11.79	3.37
173.675	-0.29	-0.29	0.65	-6.27	-11.65	3.84
173.684	-0.29	-0.25	0.67	-6.27	-11.65	3.84
173.685	-0.29	-0.25	0.67	-6.26	-11.26	4.08
173.694	-0.3	-0.19	0.73	-6.26	-11.26	4.08
173.695	-0.3	-0.19	0.73	-6.28	-10.76	4.67
173.705	-0.3	-0.13	0.8	-6.28	-10.76	4.67
173.706	-0.3	-0.13	0.8	-6.25	-10.2	5.39
173.714	-0.32	-0.09	0.87	-6.25	-10.2	5.39
173.715	-0.32	-0.09	0.87	-6.35	-9.81	6.15
173.729	-0.34	-0.09	0.93	-6.35	-9.81	6.15
173.73	-0.34	-0.09	0.93	-6.57	-9.8	6.8
173.734	-0.36	-0.11	0.98	-6.57	-9.8	6.8
173.735	-0.36	-0.11	0.98	-6.72	-10.08	7.34
173.756	-0.38	-0.15	1.03	-6.72	-10.08	7.34
173.757	-0.38	-0.15	1.03	-6.88	-10.46	7.82
173.758	-0.4	-0.19	1.07	-6.88	-10.46	7.82
173.758	-0.4	-0.19	1.07	-7.06	-10.86	8.31
173.78	-0.39	-0.23	1.11	-7.06	-10.86	8.31
173.781	-0.39	-0.23	1.11	-6.87	-11.29	8.69
173.782	-0.37	-0.28	1.09	-6.87	-11.29	8.69
173.782	-0.37	-0.28	1.09	-6.65	-11.78	8.54
173.784	-0.46	-0.41	1.08	-6.65	-11.78	8.54
173.785	-0.46	-0.41	1.08	-7.58	-13.03	8.4
173.794	-0.52	-0.43	1.06	-7.58	-13.03	8.4
173.795	-0.52	-0.43	1.06	-8.19	-13.3	8.19
173.805	-0.57	-0.41	1.02	-8.19	-13.3	8.19
173.806	-0.57	-0.41	1.02	-8.68	-13.07	7.84
173.814	-0.58	-0.34	0.98	-8.68	-13.07	7.84
173.815	-0.58	-0.34	0.98	-8.82	-12.34	7.41
173.824	-0.58	-0.24	0.95	-8.82	-12.34	7.41
173.825	-0.58	-0.24	0.95	-8.83	-11.37	7.08
173.834	-0.57	-0.14	0.93	-8.83	-11.37	7.08
173.835	-0.57	-0.14	0.93	-8.71	-10.37	6.83
173.845	-0.51	-0.04	0.95	-8.71	-10.37	6.83
173.846	-0.51	-0.04	0.95	-8.17	-9.44	7.09
173.87	-0.42	0.06	1.01	-8.17	-9.44	7.09
173.871	-0.42	0.06	1.01	-7.31	-8.42	7.55
173.871	-0.24	0.14	1.03	-7.31	-8.42	7.55
173.872	-0.24	0.14	1.03	-5.54	-7.61	7.77
173.896	-0.18	0.2	1.13	-5.54	-7.61	7.77
173.897	-0.18	0.2	1.13	-4.98	-6.99	8.79
173.897	-0.23	0.23	1.43	-4.98	-6.99	8.79
173.898	-0.23	0.23	1.43	-5.45	-6.71	11.73
173.898	-0.21	0.2	1.64	-5.45	-6.71	11.73
173.899	-0.21	0.2	1.64	-5.31	-7.04	13.79
173.91	-0.14	0.08	1.76	-5.31	-7.04	13.79
173.911	-0.14	0.08	1.76	-4.55	-8.2	14.92
173.914	-0.18	-0.07	1.82	-4.55	-8.2	14.92
173.915	-0.18	-0.07	1.82	-4.94	-9.68	15.45
173.924	-0.18	-0.18	1.74	-4.94	-9.68	15.45
173.925	-0.18	-0.18	1.74	-4.92	-10.76	14.66
173.934	-0.12	-0.19	1.51	-4.92	-10.76	14.66
173.935	-0.12	-0.19	1.51	-4.36	-10.83	12.37
173.946	-0.03	-0.12	1.25	-4.36	-10.83	12.37
173.947	-0.03	-0.12	1.25	-3.43	-10.08	9.74
173.972	0.06	-0.02	0.97	-3.43	-10.08	9.74
173.973	0.06	-0.02	0.97	-2.49	-9.12	6.83
173.974	0.13	0.08	0.76	-2.49	-9.12	6.83
173.974	0.13	0.08	0.76	-1.8	-8.14	4.78
173.974	0.14	0.18	0.61	-1.8	-8.14	4.78
173.975	0.14	0.18	0.61	-1.64	-7.2	3.24
173.984	0.12	0.24	0.54	-1.64	-7.2	3.24
173.984	0.12	0.24	0.54	-1.77	-6.58	2.53
173.995	0.06	0.32	0.54	-1.77	-6.58	2.53
173.996	0.06	0.32	0.54	-2.39	-5.78	2.44
174.021	0.0	0.36	0.63	-2.39	-5.78	2.44
174.022	0.0	0.36	0.63	-2.95	-5.44	3.32
174.022	-0.03	0.3	0.71	-2.95	-5.44	3.32
174.022	-0.03	0.3	0.71	-3.19	-6.03	4.1
174.024	-0.1	0.12	0.88	-3.19	-6.03	4.1
174.025	-0.1	0.12	0.88	-3.88	-7.75	5.79
174.034	-0.19	-0.03	1.0	-3.88	-7.75	5.79
174.034	-0.19	-0.03	1.0	-4.76	-9.21	6.97
174.044	-0.27	-0.13	1.12	-4.76	-9.21	6.97
174.044	-0.27	-0.13	1.12	-5.52	-10.26	8.27
174.062	-0.27	-0.17	1.19	-5.52	-10.26	8.27
174.063	-0.27	-0.17	1.19	-5.53	-10.67	8.95
174.064	-0.24	-0.22	1.19	-5.53	-10.67	8.95
174.065	-0.24	-0.22	1.19	-5.2	-11.17	8.95
174.09	-0.23	-0.27	1.17	-5.2	-11.17	8.95
174.091	-0.23	-0.27	1.17	-5.04	-11.66	8.8
174.092	-0.24	-0.31	1.11	-5.04	-11.66	8.8
174.093	-0.24	-0.31	1.11	-5.14	-12.05	8.28
174.097	-0.23	-0.32	1.04	-5.14	-12.05	8.28
174.098	-0.23	-0.32	1.04	-5.09	-12.15	7.69
174.105	-0.24	-0.3	0.96	-5.09	-12.15	7.69
174.106	-0.24	-0.3	0.96	-5.17	-12.02	6.91
174.115	-0.22	-0.26	0.86	-5.17	-12.02	6.91
174.116	-0.22	-0.26	0.86	-4.98	-11.62	5.99
174.124	-0.21	-0.23	0.78	-4.98	-11.62	5.99
174.126	-0.21	-0.23	0.78	-4.95	-11.29	5.18
174.134	-0.19	-0.17	0.75	-4.95	-11.29	5.18
174.135	-0.19	-0.17	0.75	-4.68	-10.68	4.86
174.147	-0.17	-0.12	0.69	-4.68	-10.68	4.86
174.148	-0.17	-0.12	0.69	-4.56	-10.18	4.34
174.153	-0.16	-0.06	0.7	-4.56	-10.18	4.34
174.154	-0.16	-0.06	0.7	-4.49	-9.59	4.37
174.171	-0.19	0.0	0.72	-4.49	-9.59	4.37
174.172	-0.19	0.0	0.72	-4.8	-9.06	4.59
174.193	-0.24	0.05	0.83	-4.8	-9.06	4.59
174.194	-0.24	0.05	0.83	-5.35	-8.52	5.65
174.194	-0.29	0.11	0.88	-5.35	-8.52	5.65
174.195	-0.29	0.11	0.88	-5.87	-7.87	6.19
174.195	-0.35	0.13	0.95	-5.87	-7.87	6.19
174.196	-0.35	0.13	0.95	-6.52	-7.67	6.87
174.207	-0.35	0.15	1.01	-6.52	-7.67	6.87
174.208	-0.35	0.15	1.01	-6.62	-7.52	7.51
174.214	-0.36	0.13	0.96	-6.62	-7.52	7.51
174.215	-0.36	0.13	0.96	-6.74	-7.71	7.06
174.224	-0.33	0.09	0.98	-6.74	-7.71	7.06
174.225	-0.33	0.09	0.98	-6.6	-8.07	7.29
174.234	-0.33	0.05	0.96	-6.6	-8.07	7.29
174.234	-0.33	0.05	0.96	-6.56	-8.46	7.09
174.244	-0.3	0.02	0.96	-6.56	-8.46	7.09
174.245	-0.3	0.02	0.96	-6.37	-8.74	7.02
174.266	-0.31	-0.01	0.95	-6.37	-8.74	7.02
174.267	-0.31	-0.01	0.95	-6.43	-8.98	6.9
174.267	-0.28	-0.02	0.92	-6.43	-8.98	6.9
174.268	-0.28	-0.02	0.92	-6.24	-9.04	6.69
174.278	-0.28	-0.02	0.91	-6.24	-9.04	6.69
174.279	-0.28	-0.02	0.91	-6.26	-9.08	6.58
174.284	-0.26	-0.01	0.89	-6.26	-9.08	6.58
174.285	-0.26	-0.01	0.89	-6.13	-8.97	6.32
174.294	-0.24	0.01	0.87	-6.13	-8.97	6.32
174.295	-0.24	0.01	0.87	-5.93	-8.7	6.07
174.304	-0.22	0.05	0.85	-5.93	-8.7	6.07
174.307	-0.22	0.05	0.85	-5.72	-8.28	5.86
174.314	-0.2	0.1	0.85	-5.72	-8.28	5.86
174.315	-0.2	0.1	0.85	-5.58	-7.77	5.85
174.323	-0.21	0.14	0.87	-5.58	-7.77	5.85
174.325	-0.21	0.14	0.87	-5.67	-7.34	6.05
174.334	-0.23	0.17	0.89	-5.67	-7.34	6.05
174.335	-0.23	0.17	0.89	-5.93	-7.07	6.24
174.359	-0.27	0.17	0.93	-5.93	-7.07	6.24
174.361	-0.27	0.17	0.93	-6.36	-7.09	6.62
174.362	-0.32	0.14	0.99	-6.36	-7.09	6.62
174.363	-0.32	0.14	0.99	-6.84	-7.39	7.16
174.365	-0.35	0.08	0.99	-6.84	-7.39	7.16
174.366	-0.35	0.08	0.99	-7.17	-7.94	7.25
174.386	-0.36	0.02	0.99	-7.17	-7.94	7.25
174.388	-0.36	0.02	0.99	-7.25	-8.51	7.23
174.389	-0.34	-0.02	0.97	-7.25	-8.51	7.23
174.39	-0.34	-0.02	0.97	-7.03	-8.99	7.03
174.395	-0.32	-0.07	0.95	-7.03	-8.99	7.03
174.397	-0.32	-0.07	0.95	-6.78	-9.44	6.79
174.407	-0.31	-0.15	0.93	-6.78	-9.44	6.79
174.409	-0.31	-0.15	0.93	-6.7	-10.18	6.67
174.44	-0.27	-0.19	1.04	-6.7	-10.18	6.67
174.442	-0.27	-0.19	1.04	-6.26	-10.61	7.7
174.444	-0.23	-0.2	1.13	-6.26	-10.61	7.7
174.445	-0.23	-0.2	1.13	-5.88	-10.74	8.56
174.447	-0.2	-0.21	1.23	-5.88	-10.74	8.56
174.448	-0.2	-0.21	1.23	-5.63	-10.76	9.59
174.461	-0.2	-0.21	1.33	-5.63	-10.76	9.59
174.463	-0.2	-0.21	1.33	-5.64	-10.83	10.55
174.466	-0.2	-0.2	1.39	-5.64	-10.83	10.55
174.468	-0.2	-0.2	1.39	-5.71	-10.7	11.11
174.475	-0.2	-0.17	1.4	-5.71	-10.7	11.11
174.478	-0.2	-0.17	1.4	-5.73	-10.38	11.21
174.484	-0.18	-0.12	1.34	-5.73	-10.38	11.21
174.486	-0.18	-0.12	1.34	-5.6	-9.9	10.71
174.503	-0.15	-0.07	1.21	-5.6	-9.9	10.71
174.505	-0.15	-0.07	1.21	-5.28	-9.37	9.4
174.506	-0.11	-0.03	1.06	-5.28	-9.37	9.4
174.507	-0.11	-0.03	1.06	-4.91	-8.99	8.01
174.526	-0.07	-0.01	0.93	-4.91	-8.99	8.01
174.528	-0.07	-0.01	0.93	-4.62	-8.8	6.68
174.529	-0.05	0.0	0.82	-4.62	-8.8	6.68
174.53	-0.05	0.0	0.82	-4.41	-8.7	5.69
174.534	-0.05	-0.01	0.74	-4.41	-8.7	5.69
174.537	-0.05	-0.01	0.74	-4.41	-8.72	4.86
174.544	-0.05	-0.01	0.69	-4.41	-8.72	4.86
174.545	-0.05	-0.01	0.69	-4.48	-8.74	4.39
174.567	-0.06	-0.01	0.68	-4.48	-8.74	4.39
174.569	-0.06	-0.01	0.68	-4.59	-8.7	4.23
174.57	-0.07	0.0	0.68	-4.59	-8.7	4.23
174.57	-0.07	0.0	0.68	-4.72	-8.62	4.24
174.574	-0.09	0.01	0.71	-4.72	-8.62	4.24
174.576	-0.09	0.01	0.71	-4.89	-8.53	4.59
174.584	-0.11	0.02	0.81	-4.89	-8.53	4.59
174.585	-0.11	0.02	0.81	-5.14	-8.45	5.5
174.594	-0.14	0.03	0.93	-5.14	-8.45	5.5
174.596	-0.14	0.03	0.93	-5.42	-8.27	6.71
174.606	-0.16	0.05	1.06	-5.42	-8.27	6.71
174.607	-0.16	0.05	1.06	-5.68	-8.15	8.0
174.614	-0.19	0.05	1.18	-5.68	-8.15	8.0
174.615	-0.19	0.05	1.18	-6.01	-8.1	9.2
174.624	-0.23	0.03	1.28	-6.01	-8.1	9.2
174.625	-0.23	0.03	1.28	-6.38	-8.27	10.2
174.634	-0.27	-0.01	1.31	-6.38	-8.27	10.2
174.639	-0.27	-0.01	1.31	-6.74	-8.66	10.54
174.659	-0.3	-0.06	1.31	-6.74	-8.66	10.54
174.662	-0.3	-0.06	1.31	-7.04	-9.23	10.53
174.666	-0.29	-0.13	1.23	-7.04	-9.23	10.53
174.667	-0.29	-0.13	1.23	-6.95	-9.89	9.77
174.669	-0.27	-0.19	1.11	-6.95	-9.89	9.77
174.67	-0.27	-0.19	1.11	-6.76	-10.49	8.57
174.693	-0.24	-0.24	1.01	-6.76	-10.49	8.57
174.694	-0.24	-0.24	1.01	-6.46	-10.98	7.56
174.695	-0.21	-0.27	0.9	-6.46	-10.98	7.56
174.695	-0.21	-0.27	0.9	-6.11	-11.26	6.49
174.696	-0.19	-0.26	0.83	-6.11	-11.26	6.49
174.697	-0.19	-0.26	0.83	-5.83	-11.14	5.72
174.715	-0.16	-0.25	0.77	-5.83	-11.14	5.72
174.716	-0.16	-0.25	0.77	-5.57	-11.04	5.16
174.717	-0.14	-0.24	0.75	-5.57	-11.04	5.16
174.718	-0.14	-0.24	0.75	-5.39	-10.96	4.91
174.726	-0.13	-0.23	0.74	-5.39	-10.96	4.91
174.727	-0.13	-0.23	0.74	-5.27	-10.87	4.77
174.734	-0.13	-0.21	0.77	-5.27	-10.87	4.77
174.735	-0.13	-0.21	0.77	-5.26	-10.67	5.0
174.745	-0.14	-0.18	0.83	-5.26	-10.67	5.0
174.746	-0.14	-0.18	0.83	-5.36	-10.38	5.64
174.769	-0.18	-0.16	0.9	-5.36	-10.38	5.64
174.77	-0.18	-0.16	0.9	-5.73	-10.19	6.34
174.771	-0.21	-0.14	0.97	-5.73	-10.19	6.34
174.772	-0.21	-0.14	0.97	-6.08	-9.99	7.04
174.774	-0.24	-0.13	1.03	-6.08	-9.99	7.04
174.775	-0.24	-0.13	1.03	-6.36	-9.84	7.59
174.784	-0.25	-0.12	1.07	-6.36	-9.84	7.59
174.785	-0.25	-0.12	1.07	-6.47	-9.74	8.01
174.795	-0.26	-0.11	1.11	-6.47	-9.74	8.01
174.796	-0.26	-0.11	1.11	-6.57	-9.66	8.43
174.821	-0.24	-0.11	1.13	-6.57	-9.66	8.43
174.821	-0.24	-0.11	1.13	-6.38	-9.68	8.65
174.822	-0.21	-0.11	1.14	-6.38	-9.68	8.65
174.822	-0.21	-0.11	1.14	-6.12	-9.64	8.73
174.824	-0.2	-0.11	1.15	-6.12	-9.64	8.73
174.825	-0.2	-0.11	1.15	-6.01	-9.65	8.82
174.834	-0.21	-0.12	1.14	-6.01	-9.65	8.82
174.835	-0.21	-0.12	1.14	-6.04	-9.8	8.7
174.844	-0.21	-0.14	1.08	-6.04	-9.8	8.7
174.845	-0.21	-0.14	1.08	-6.03	-9.96	8.07
174.859	-0.2	-0.14	1.0	-6.03	-9.96	8.07
174.86	-0.2	-0.14	1.0	-5.98	-9.98	7.34
174.864	-0.18	-0.11	0.93	-5.98	-9.98	7.34
174.865	-0.18	-0.11	0.93	-5.79	-9.66	6.65
174.885	-0.16	-0.06	0.89	-5.79	-9.66	6.65
174.886	-0.16	-0.06	0.89	-5.59	-9.21	6.21
174.887	-0.14	-0.01	0.87	-5.59	-9.21	6.21
174.887	-0.14	-0.01	0.87	-5.46	-8.71	5.99
174.894	-0.13	0.02	0.87	-5.46	-8.71	5.99
174.894	-0.13	0.02	0.87	-5.37	-8.32	6.01
174.904	-0.14	0.05	0.88	-5.37	-8.32	6.01
174.906	-0.14	0.05	0.88	-5.46	-8.07	6.11
174.914	-0.16	0.06	0.91	-5.46	-8.07	6.11
174.914	-0.16	0.06	0.91	-5.65	-7.95	6.33
174.931	-0.18	0.07	0.93	-5.65	-7.95	6.33
174.935	-0.18	0.07	0.93	-5.88	-7.86	6.56
174.936	-0.2	0.07	0.95	-5.88	-7.86	6.56
174.937	-0.2	0.07	0.95	-6.09	-7.89	6.81
174.958	-0.22	0.05	0.96	-6.09	-7.89	6.81
174.96	-0.22	0.05	0.96	-6.27	-8.02	6.85
174.962	-0.22	0.04	0.98	-6.27	-8.02	6.85
174.965	-0.22	0.04	0.98	-6.3	-8.18	7.12
174.968	-0.22	0.01	0.99	-6.3	-8.18	7.12
174.969	-0.22	0.01	0.99	-6.25	-8.43	7.24
174.974	-0.21	-0.02	0.99	-6.25	-8.43	7.24
174.976	-0.21	-0.02	0.99	-6.16	-8.71	7.24
174.989	-0.2	-0.04	0.97	-6.16	-8.71	7.24
174.991	-0.2	-0.04	0.97	-6.06	-8.95	7.06
174.994	-0.19	-0.04	0.96	-6.06	-8.95	7.06
174.995	-0.19	-0.04	0.96	-5.95	-8.96	6.95
175.004	-0.18	-0.01	0.94	-5.95	-8.96	6.95
175.005	-0.18	-0.01	0.94	-5.8	-8.65	6.81
175.014	-0.16	0.04	0.93	-5.8	-8.65	6.81
175.015	-0.16	0.04	0.93	-5.64	-8.24	6.69
175.031	-0.15	0.07	0.93	-5.64	-8.24	6.69
175.033	-0.15	0.07	0.93	-5.54	-7.93	6.68
175.035	-0.15	0.09	0.93	-5.54	-7.93	6.68
175.036	-0.15	0.09	0.93	-5.45	-7.7	6.74
175.054	-0.14	0.12	0.93	-5.45	-7.7	6.74
175.056	-0.14	0.12	0.93	-5.36	-7.5	6.76
175.057	-0.13	0.13	0.94	-5.36	-7.5	6.76
175.057	-0.13	0.13	0.94	-5.24	-7.36	6.85
175.064	-0.11	0.13	0.97	-5.24	-7.36	6.85
175.065	-0.11	0.13	0.97	-5.09	-7.38	7.17
175.074	-0.11	0.07	0.99	-5.09	-7.38	7.17
175.075	-0.11	0.07	0.99	-5.01	-8.03	7.39
175.086	-0.11	0.02	1.01	-5.01	-8.03	7.39
175.087	-0.11	0.02	1.01	-5.01	-8.46	7.66
175.094	-0.12	-0.01	1.04	-5.01	-8.46	7.66
175.095	-0.12	-0.01	1.04	-5.09	-8.82	7.97
175.104	-0.14	-0.04	1.09	-5.09	-8.82	7.97
175.106	-0.14	-0.04	1.09	-5.21	-9.14	8.47
175.114	-0.15	-0.05	1.14	-5.21	-9.14	8.47
175.115	-0.15	-0.05	1.14	-5.31	-9.29	8.96
175.133	-0.16	-0.06	1.17	-5.31	-9.29	8.96
175.135	-0.16	-0.06	1.17	-5.36	-9.32	9.25
175.136	-0.16	-0.03	1.16	-5.36	-9.32	9.25
175.137	-0.16	-0.03	1.16	-5.29	-9.13	9.22
175.145	-0.15	0.01	1.13	-5.29	-9.13	9.22
175.146	-0.15	0.01	1.13	-5.15	-8.74	8.95
175.157	-0.13	0.05	1.1	-5.15	-8.74	8.95
175.158	-0.13	0.05	1.1	-4.98	-8.34	8.61
175.164	-0.12	0.1	1.07	-4.98	-8.34	8.61
175.165	-0.12	0.1	1.07	-4.81	-7.9	8.34
175.174	-0.12	0.14	1.05	-4.81	-7.9	8.34
175.175	-0.12	0.14	1.05	-4.71	-7.52	8.23
175.186	-0.12	0.18	1.05	-4.71	-7.52	8.23
175.187	-0.12	0.18	1.05	-4.62	-7.21	8.25
175.194	-0.12	0.21	1.05	-4.62	-7.21	8.25
175.195	-0.12	0.21	1.05	-4.65	-6.89	8.22
175.204	-0.13	0.23	1.03	-4.65	-6.89	8.22
175.206	-0.13	0.23	1.03	-4.61	-6.74	8.13
175.214	-0.12	0.22	1.02	-4.61	-6.74	8.13
175.215	-0.12	0.22	1.02	-4.47	-6.84	8.09
175.224	-0.13	0.24	0.96	-4.47	-6.84	8.09
175.225	-0.13	0.24	0.96	-4.49	-6.73	7.52
175.248	-0.12	0.24	0.94	-4.49	-6.73	7.52
175.25	-0.12	0.24	0.94	-4.23	-6.72	7.3
175.256	-0.1	0.23	0.91	-4.23	-6.72	7.3
175.257	-0.1	0.23	0.91	-3.88	-6.93	7.18
175.258	-0.1	0.21	0.9	-3.88	-6.93	7.18
175.259	-0.1	0.21	0.9	-3.88	-7.18	7.0
175.264	-0.11	0.18	0.9	-3.88	-7.18	7.0
175.265	-0.11	0.18	0.9	-3.82	-7.49	7.06
175.274	-0.12	0.16	0.91	-3.82	-7.49	7.06
175.276	-0.12	0.16	0.91	-3.79	-7.73	7.18
175.285	-0.14	0.14	0.93	-3.79	-7.73	7.18
175.285	-0.14	0.14	0.93	-3.81	-7.95	7.48
175.294	-0.16	0.13	0.96	-3.81	-7.95	7.48
175.296	-0.16	0.13	0.96	-3.81	-8.16	7.76
175.305	-0.17	0.11	0.98	-3.81	-8.16	7.76
175.306	-0.17	0.11	0.98	-3.74	-8.36	8.1
175.314	-0.19	0.1	1.0	-3.74	-8.36	8.1
175.315	-0.19	0.1	1.0	-3.74	-8.56	8.32
175.324	-0.2	0.07	1.01	-3.74	-8.56	8.32
175.325	-0.2	0.07	1.01	-3.68	-8.82	8.48
175.357	-0.19	0.05	1.01	-3.68	-8.82	8.48
175.359	-0.19	0.05	1.01	-3.44	-9.07	8.53
175.36	-0.18	0.02	1.0	-3.44	-9.07	8.53
175.362	-0.18	0.02	1.0	-3.12	-9.38	8.5
175.364	-0.15	-0.08	0.98	-3.12	-9.38	8.5
175.365	-0.15	-0.08	0.98	-2.61	-10.4	8.38
175.392	-0.15	-0.14	0.99	-2.61	-10.4	8.38
175.393	-0.15	-0.14	0.99	-2.29	-11.04	8.48
175.393	-0.14	-0.21	1.0	-2.29	-11.04	8.48
175.394	-0.14	-0.21	1.0	-2.07	-11.76	8.68
175.394	-0.15	-0.29	1.02	-2.07	-11.76	8.68
175.395	-0.15	-0.29	1.02	-1.98	-12.54	8.86
175.416	-0.15	-0.37	1.03	-1.98	-12.54	8.86
175.417	-0.15	-0.37	1.03	-1.91	-13.33	9.05
175.418	-0.16	-0.44	1.05	-1.91	-13.33	9.05
175.418	-0.16	-0.44	1.05	-1.85	-14.1	9.26
175.424	-0.18	-0.52	1.06	-1.85	-14.1	9.26
175.425	-0.18	-0.52	1.06	-1.91	-14.88	9.38
175.436	-0.19	-0.58	1.07	-1.91	-14.88	9.38
175.437	-0.19	-0.58	1.07	-2.0	-15.48	9.49
175.444	-0.21	-0.64	1.06	-2.0	-15.48	9.49
175.444	-0.21	-0.64	1.06	-2.06	-16.06	9.37
175.457	-0.22	-0.68	1.02	-2.06	-16.06	9.37
175.458	-0.22	-0.68	1.02	-2.12	-16.39	9.0
175.463	-0.22	-0.68	0.97	-2.12	-16.39	9.0
175.464	-0.22	-0.68	0.97	-2.07	-16.44	8.51
175.476	-0.22	-0.66	0.92	-2.07	-16.44	8.51
175.477	-0.22	-0.66	0.92	-2.05	-16.17	8.02
175.485	-0.21	-0.62	0.87	-2.05	-16.17	8.02
175.486	-0.21	-0.62	0.87	-1.99	-15.78	7.48
175.494	-0.2	-0.57	0.82	-1.99	-15.78	7.48
175.495	-0.2	-0.57	0.82	-1.91	-15.34	7.01
