time;gFx;gFy;gFz;wx;wy;wz
19.382;-0.25;-0.03;1.03;-0.11;-0.08;0.33
19.386;-0.23;-0.02;1.07;-0.11;-0.08;0.33
19.39;-0.23;-0.02;1.07;-0.09;-0.07;0.34
19.396;-0.22;-0.02;1.09;-0.09;-0.07;0.34
19.41;-0.22;-0.02;1.09;-0.07;-0.07;0.33
19.412;-0.2;0.0;1.11;-0.07;-0.07;0.33
19.413;-0.2;0.0;1.11;-0.07;-0.06;0.29
19.441;-0.21;0.04;1.1;-0.07;-0.06;0.29
19.443;-0.21;0.04;1.1;-0.06;-0.05;0.22
19.444;-0.25;0.09;1.13;-0.06;-0.05;0.22
19.445;-0.25;0.09;1.13;-0.04;-0.05;0.14
19.446;-0.29;0.14;1.16;-0.04;-0.05;0.14
19.448;-0.29;0.14;1.16;0.0;-0.04;0.05
19.449;-0.36;0.16;1.17;0.0;-0.04;0.05
19.451;-0.36;0.16;1.17;0.03;-0.02;-0.02
19.456;-0.43;0.17;1.2;0.03;-0.02;-0.02
19.46;-0.43;0.17;1.2;0.07;0.04;-0.07
19.466;-0.48;0.15;1.2;0.07;0.04;-0.07
19.471;-0.48;0.15;1.2;0.08;0.12;-0.09
19.477;-0.52;0.1;1.17;0.08;0.12;-0.09
19.481;-0.52;0.1;1.17;0.09;0.18;-0.07
19.486;-0.51;0.07;1.19;0.09;0.18;-0.07
19.49;-0.51;0.07;1.19;0.11;0.22;-0.01
19.496;-0.37;0.1;1.28;0.11;0.22;-0.01
19.515;-0.37;0.1;1.28;0.18;0.19;0.06
19.517;-0.13;0.24;1.44;0.18;0.19;0.06
19.518;-0.13;0.24;1.44;0.32;0.08;0.06
19.519;-0.02;0.17;1.7;0.32;0.08;0.06
19.521;-0.02;0.17;1.7;0.41;-0.07;-0.02
19.527;-0.1;0.07;1.83;0.41;-0.07;-0.02
19.531;-0.1;0.07;1.83;0.48;-0.13;-0.1
19.55;-0.1;0.04;1.8;0.48;-0.13;-0.1
19.552;-0.1;0.04;1.8;0.58;-0.01;-0.1
19.554;-0.02;0.06;1.64;0.58;-0.01;-0.1
19.555;-0.02;0.06;1.64;0.6;0.24;-0.12
19.557;0.07;0.08;1.39;0.6;0.24;-0.12
19.562;0.07;0.08;1.39;0.52;0.52;-0.2
19.569;0.12;0.05;1.13;0.52;0.52;-0.2
19.571;0.12;0.05;1.13;0.41;0.73;-0.3
19.577;0.14;-0.04;0.87;0.41;0.73;-0.3
19.581;0.14;-0.04;0.87;0.29;0.84;-0.36
19.587;0.14;-0.12;0.68;0.29;0.84;-0.36
19.59;0.14;-0.12;0.68;0.2;0.83;-0.36
19.596;0.13;-0.21;0.51;0.2;0.83;-0.36
19.603;0.13;-0.21;0.51;0.17;0.71;-0.26
19.606;0.11;-0.31;0.4;0.17;0.71;-0.26
19.61;0.11;-0.31;0.4;0.18;0.45;-0.08
19.631;0.1;-0.39;0.36;0.18;0.45;-0.08
19.632;0.1;-0.39;0.36;0.19;0.14;0.14
19.633;0.07;-0.45;0.44;0.19;0.14;0.14
19.634;0.07;-0.45;0.44;0.21;-0.14;0.31
19.654;0.02;-0.44;0.55;0.21;-0.14;0.31
19.656;0.02;-0.44;0.55;0.25;-0.4;0.42
19.658;-0.06;-0.27;0.75;0.25;-0.4;0.42
19.659;-0.06;-0.27;0.75;0.25;-0.61;0.48
19.66;-0.1;-0.11;0.94;0.25;-0.61;0.48
19.662;-0.1;-0.11;0.94;0.24;-0.69;0.51
19.668;-0.13;0.11;1.08;0.24;-0.69;0.51
19.671;-0.13;0.11;1.08;0.23;-0.65;0.46
19.677;-0.13;0.12;1.15;0.23;-0.65;0.46
19.681;-0.13;0.12;1.15;0.19;-0.59;0.34
19.687;-0.13;0.23;1.22;0.19;-0.59;0.34
19.691;-0.13;0.23;1.22;0.05;-0.4;0.16
19.696;-0.1;0.34;1.21;0.05;-0.4;0.16
19.713;-0.1;0.34;1.21;-0.04;-0.3;0.04
19.715;-0.07;0.34;1.15;-0.04;-0.3;0.04
19.719;-0.07;0.34;1.15;-0.15;-0.21;-0.07
19.72;-0.06;0.28;1.1;-0.15;-0.21;-0.07
19.722;-0.06;0.28;1.1;-0.25;-0.1;-0.21
19.738;-0.07;0.23;1.03;-0.25;-0.1;-0.21
19.739;-0.07;0.23;1.03;-0.26;0.0;-0.29
19.741;-0.04;0.19;0.91;-0.26;0.0;-0.29
19.742;-0.04;0.19;0.91;-0.2;0.09;-0.31
19.747;-0.02;0.14;0.79;-0.2;0.09;-0.31
19.751;-0.02;0.14;0.79;-0.13;0.14;-0.34
19.757;-0.02;0.08;0.69;-0.13;0.14;-0.34
19.761;-0.02;0.08;0.69;-0.07;0.16;-0.37
19.767;-0.02;0.03;0.6;-0.07;0.16;-0.37
19.771;-0.02;0.03;0.6;-0.05;0.13;-0.41
19.776;-0.03;-0.04;0.54;-0.05;0.13;-0.41
19.781;-0.03;-0.04;0.54;-0.04;0.07;-0.45
19.786;-0.06;-0.08;0.56;-0.04;0.07;-0.45
19.791;-0.06;-0.08;0.56;-0.05;-0.01;-0.48
19.796;-0.08;-0.15;0.6;-0.05;-0.01;-0.48
19.813;-0.08;-0.15;0.6;-0.08;-0.12;-0.49
19.815;-0.12;-0.2;0.64;-0.08;-0.12;-0.49
19.817;-0.12;-0.2;0.64;-0.11;-0.22;-0.48
19.818;-0.14;-0.22;0.7;-0.11;-0.22;-0.48
19.837;-0.14;-0.22;0.7;-0.14;-0.32;-0.45
19.838;-0.17;-0.22;0.81;-0.14;-0.32;-0.45
19.839;-0.17;-0.22;0.81;-0.15;-0.39;-0.42
19.84;-0.19;-0.2;0.88;-0.15;-0.39;-0.42
19.841;-0.19;-0.2;0.88;-0.15;-0.43;-0.39
19.846;-0.21;-0.16;0.93;-0.15;-0.43;-0.39
19.851;-0.21;-0.16;0.93;-0.13;-0.45;-0.35
19.857;-0.22;-0.12;0.97;-0.13;-0.45;-0.35
19.86;-0.22;-0.12;0.97;-0.09;-0.44;-0.32
19.87;-0.23;-0.07;0.99;-0.09;-0.44;-0.32
19.871;-0.23;-0.07;0.99;-0.06;-0.41;-0.3
19.876;-0.23;-0.03;0.98;-0.06;-0.41;-0.3
19.881;-0.23;-0.03;0.98;0.0;-0.35;-0.26
19.886;-0.23;0.01;0.98;0.0;-0.35;-0.26
19.89;-0.23;0.01;0.98;0.0;-0.28;-0.26
19.896;-0.23;0.03;0.96;0.0;-0.28;-0.26
19.913;-0.23;0.03;0.96;0.0;-0.14;-0.27
19.916;-0.22;0.05;0.95;0.0;-0.14;-0.27
19.917;-0.22;0.05;0.95;0.01;-0.09;-0.28
19.919;-0.21;0.06;0.97;0.01;-0.09;-0.28
19.921;-0.21;0.06;0.97;0.01;-0.06;-0.29
19.926;-0.21;0.06;0.99;0.01;-0.06;-0.29
19.931;-0.21;0.06;0.99;0.03;-0.05;-0.31
19.938;-0.2;0.06;1.03;0.03;-0.05;-0.31
19.94;-0.2;0.06;1.03;0.04;-0.03;-0.34
19.946;-0.21;0.04;1.07;0.04;-0.03;-0.34
19.953;-0.21;0.04;1.07;0.07;0.0;-0.34
19.957;-0.2;0.02;1.1;0.07;0.0;-0.34
19.96;-0.2;0.02;1.1;0.1;0.0;-0.33
19.969;-0.2;-0.02;1.11;0.1;0.0;-0.33
19.97;-0.2;-0.02;1.11;0.13;-0.02;-0.3
19.976;-0.2;-0.08;1.12;0.13;-0.02;-0.3
19.981;-0.2;-0.08;1.12;0.15;-0.04;-0.27
19.987;-0.29;-0.15;1.14;0.15;-0.04;-0.27
19.991;-0.29;-0.15;1.14;0.15;-0.06;-0.23
19.997;-0.35;-0.19;1.16;0.15;-0.06;-0.23
20.017;-0.35;-0.19;1.16;0.14;-0.05;-0.18
20.019;-0.42;-0.2;1.2;0.14;-0.05;-0.18
20.021;-0.42;-0.2;1.2;0.12;0.0;-0.14
20.022;-0.48;-0.17;1.2;0.12;0.0;-0.14
20.023;-0.48;-0.17;1.2;0.08;0.07;-0.12
20.027;-0.53;-0.14;1.22;0.08;0.07;-0.12
20.031;-0.53;-0.14;1.22;0.03;0.19;-0.11
20.04;-0.54;-0.11;1.23;0.03;0.19;-0.11
20.042;-0.54;-0.11;1.23;-0.02;0.32;-0.1
20.048;-0.48;-0.1;1.22;-0.02;0.32;-0.1
20.051;-0.48;-0.1;1.22;-0.06;0.4;-0.06
20.057;-0.32;-0.14;1.23;-0.06;0.4;-0.06
20.063;-0.32;-0.14;1.23;-0.14;0.37;0.02
20.067;-0.11;-0.2;1.21;-0.14;0.37;0.02
20.07;-0.11;-0.2;1.21;-0.26;0.15;0.11
20.077;-0.03;-0.16;1.33;-0.26;0.15;0.11
20.083;-0.03;-0.16;1.33;-0.33;-0.1;0.16
20.087;0.03;-0.15;1.5;-0.33;-0.1;0.16
20.091;0.03;-0.15;1.5;-0.38;-0.19;0.19
20.099;0.0;-0.1;1.58;-0.38;-0.19;0.19
20.102;0.0;-0.1;1.58;-0.43;-0.11;0.2
20.107;-0.02;-0.07;1.59;-0.43;-0.11;0.2
20.111;-0.02;-0.07;1.59;-0.43;0.09;0.21
20.129;-0.03;-0.09;1.52;-0.43;0.09;0.21
20.135;-0.03;-0.09;1.52;-0.38;0.33;0.25
20.136;0.03;-0.12;1.36;-0.38;0.33;0.25
20.137;0.03;-0.12;1.36;-0.32;0.55;0.29
20.138;0.11;-0.11;1.16;-0.32;0.55;0.29
20.141;0.11;-0.11;1.16;-0.28;0.7;0.3
20.146;0.19;-0.05;0.94;-0.28;0.7;0.3
20.152;0.19;-0.05;0.94;-0.25;0.74;0.27
20.156;0.32;0.11;0.57;-0.25;0.74;0.27
20.16;0.32;0.11;0.57;-0.24;0.67;0.2
20.166;0.34;0.19;0.45;-0.24;0.67;0.2
20.17;0.34;0.19;0.45;-0.26;0.48;0.1
20.176;0.3;0.24;0.42;-0.26;0.48;0.1
20.186;0.3;0.24;0.42;-0.32;0.23;-0.02
20.187;0.2;0.26;0.5;-0.32;0.23;-0.02
20.191;0.2;0.26;0.5;-0.34;-0.06;-0.14
20.196;0.08;0.22;0.65;-0.34;-0.06;-0.14
20.202;0.08;0.22;0.65;-0.33;-0.32;-0.23
20.206;0.01;0.16;0.82;-0.33;-0.32;-0.23
20.21;0.01;0.16;0.82;-0.29;-0.46;-0.26
20.231;-0.07;0.07;0.96;-0.29;-0.46;-0.26
20.237;-0.07;0.07;0.96;-0.24;-0.49;-0.22
20.238;-0.12;-0.02;1.08;-0.24;-0.49;-0.22
20.24;-0.12;-0.02;1.08;-0.17;-0.44;-0.14
20.241;-0.15;-0.1;1.16;-0.17;-0.44;-0.14
20.242;-0.15;-0.1;1.16;-0.11;-0.34;-0.03
20.247;-0.16;-0.16;1.22;-0.11;-0.34;-0.03
20.253;-0.16;-0.16;1.22;-0.03;-0.25;0.1
20.257;-0.14;-0.21;1.23;-0.03;-0.25;0.1
20.261;-0.14;-0.21;1.23;0.05;-0.17;0.23
20.266;-0.11;-0.23;1.21;0.05;-0.17;0.23
20.271;-0.11;-0.23;1.21;0.09;-0.08;0.31
20.276;-0.08;-0.22;1.15;0.09;-0.08;0.31
20.282;-0.08;-0.22;1.15;0.1;-0.01;0.36
20.286;-0.06;-0.2;1.06;0.1;-0.01;0.36
20.291;-0.06;-0.2;1.06;0.1;0.06;0.37
20.296;-0.05;-0.15;0.95;0.1;0.06;0.37
20.301;-0.05;-0.15;0.95;0.07;0.12;0.36
20.315;-0.04;-0.11;0.85;0.07;0.12;0.36
20.317;-0.04;-0.11;0.85;0.04;0.17;0.33
20.318;-0.03;-0.06;0.76;0.04;0.17;0.33
20.321;-0.03;-0.06;0.76;0.0;0.17;0.31
20.326;-0.03;-0.03;0.69;0.0;0.17;0.31
20.341;-0.03;-0.03;0.69;0.0;0.15;0.3
20.343;-0.04;0.01;0.66;0.0;0.15;0.3
20.343;-0.04;0.01;0.66;-0.06;0.08;0.3
20.348;-0.04;0.06;0.65;-0.06;0.08;0.3
20.352;-0.04;0.06;0.65;-0.07;-0.01;0.33
20.357;-0.12;0.05;0.7;-0.07;-0.01;0.33
20.36;-0.12;0.05;0.7;-0.05;-0.1;0.35
20.366;-0.12;0.09;0.73;-0.05;-0.1;0.35
20.37;-0.12;0.09;0.73;-0.02;-0.21;0.41
20.376;-0.15;0.11;0.82;-0.02;-0.21;0.41
20.382;-0.15;0.11;0.82;0.01;-0.28;0.43
20.386;-0.17;0.14;0.87;0.01;-0.28;0.43
20.39;-0.17;0.14;0.87;0.03;-0.32;0.44
20.396;-0.19;0.16;0.92;0.03;-0.32;0.44
20.401;-0.19;0.16;0.92;0.06;-0.34;0.44
20.406;-0.2;0.16;0.93;0.06;-0.34;0.44
20.41;-0.2;0.16;0.93;0.08;-0.32;0.42
20.428;-0.19;0.15;0.93;0.08;-0.32;0.42
20.431;-0.19;0.15;0.93;0.1;-0.29;0.38
20.432;-0.18;0.12;0.91;0.1;-0.29;0.38
20.433;-0.18;0.12;0.91;0.09;-0.25;0.33
20.436;-0.18;0.08;0.88;0.09;-0.25;0.33
20.441;-0.18;0.08;0.88;0.07;-0.21;0.27
20.446;-0.18;0.03;0.85;0.07;-0.21;0.27
20.455;-0.18;0.03;0.85;0.04;-0.19;0.22
20.457;-0.19;0.0;0.84;0.04;-0.19;0.22
20.461;-0.19;0.0;0.84;0.0;-0.17;0.18
20.467;-0.19;-0.02;0.82;0.0;-0.17;0.18
20.47;-0.19;-0.02;0.82;-0.03;-0.16;0.17
20.476;-0.2;-0.06;0.81;-0.03;-0.16;0.17
20.483;-0.2;-0.06;0.81;-0.05;-0.16;0.19
20.487;-0.2;-0.09;0.82;-0.05;-0.16;0.19
20.491;-0.2;-0.09;0.82;-0.07;-0.17;0.23
20.498;-0.21;-0.1;0.86;-0.07;-0.17;0.23
20.501;-0.21;-0.1;0.86;-0.1;-0.18;0.28
20.507;-0.21;-0.1;0.89;-0.1;-0.18;0.28
20.511;-0.21;-0.1;0.89;-0.12;-0.2;0.35
20.525;-0.21;-0.09;0.97;-0.12;-0.2;0.35
20.527;-0.21;-0.09;0.97;-0.12;-0.22;0.42
20.528;-0.21;-0.07;1.01;-0.12;-0.22;0.42
20.556;-0.21;-0.07;1.01;-0.11;-0.22;0.51
20.558;-0.2;-0.06;1.08;-0.11;-0.22;0.51
20.559;-0.2;-0.06;1.08;-0.11;-0.19;0.51
20.559;-0.2;-0.04;1.12;-0.11;-0.19;0.51
20.561;-0.2;-0.04;1.12;-0.14;-0.14;0.47
20.563;-0.19;-0.01;1.15;-0.14;-0.14;0.47
20.57;-0.19;-0.01;1.15;-0.17;-0.08;0.4
20.571;-0.21;0.04;1.17;-0.17;-0.08;0.4
20.572;-0.21;0.04;1.17;-0.18;-0.04;0.32
20.577;-0.24;0.08;1.19;-0.18;-0.04;0.32
20.587;-0.24;0.08;1.19;-0.17;0.0;0.24
20.589;-0.3;0.11;1.2;-0.17;0.0;0.24
20.591;-0.3;0.11;1.2;-0.14;0.04;0.18
20.597;-0.38;0.13;1.2;-0.14;0.04;0.18
20.602;-0.38;0.13;1.2;-0.09;0.1;0.14
20.606;-0.45;0.14;1.19;-0.09;0.1;0.14
20.61;-0.45;0.14;1.19;-0.05;0.17;0.12
20.625;-0.5;0.11;1.17;-0.05;0.17;0.12
20.627;-0.5;0.11;1.17;0.0;0.25;0.13
20.63;-0.5;0.09;1.15;0.0;0.25;0.13
20.631;-0.5;0.09;1.15;0.04;0.31;0.17
20.652;-0.44;0.09;1.22;0.04;0.31;0.17
20.654;-0.44;0.09;1.22;0.11;0.35;0.23
20.654;-0.19;0.2;1.33;0.11;0.35;0.23
20.655;-0.19;0.2;1.33;0.23;0.3;0.21
20.657;0.04;0.3;1.43;0.23;0.3;0.21
20.661;0.04;0.3;1.43;0.35;0.13;0.1
20.667;0.07;0.24;1.56;0.35;0.13;0.1
20.671;0.07;0.24;1.56;0.48;-0.08;-0.04
20.676;-0.03;0.13;1.69;0.48;-0.08;-0.04
20.68;-0.03;0.13;1.69;0.62;-0.17;-0.12
20.686;-0.12;0.03;1.73;0.62;-0.17;-0.12
20.691;-0.12;0.03;1.73;0.73;-0.09;-0.13
20.698;-0.11;0.0;1.69;0.73;-0.09;-0.13
20.701;-0.11;0.0;1.69;0.74;0.16;-0.16
20.707;-0.04;0.03;1.54;0.74;0.16;-0.16
20.711;-0.04;0.03;1.54;0.64;0.47;-0.23
20.717;0.07;0.06;1.31;0.64;0.47;-0.23
20.72;0.07;0.06;1.31;0.5;0.73;-0.33
20.726;0.15;0.05;1.07;0.5;0.73;-0.33
20.742;0.15;0.05;1.07;0.36;0.88;-0.41
20.744;0.18;-0.03;0.85;0.36;0.88;-0.41
20.745;0.18;-0.03;0.85;0.27;0.9;-0.4
20.747;0.2;-0.11;0.67;0.27;0.9;-0.4
20.771;0.2;-0.11;0.67;0.22;0.78;-0.31
20.772;0.22;-0.18;0.53;0.22;0.78;-0.31
20.773;0.22;-0.18;0.53;0.19;0.55;-0.16
20.774;0.19;-0.27;0.43;0.19;0.55;-0.16
20.775;0.19;-0.27;0.43;0.17;0.26;0.01
20.776;0.13;-0.37;0.37;0.17;0.26;0.01
20.783;0.13;-0.37;0.37;0.15;-0.11;0.18
20.787;0.04;-0.44;0.67;0.15;-0.11;0.18
20.791;0.04;-0.44;0.67;0.14;-0.39;0.3
20.796;-0.07;-0.42;0.67;0.14;-0.39;0.3
20.801;-0.07;-0.42;0.67;0.14;-0.54;0.39
20.807;-0.12;-0.11;1.06;0.14;-0.54;0.39
20.811;-0.12;-0.11;1.06;0.13;-0.52;0.42
20.827;-0.1;0.08;1.16;0.13;-0.52;0.42
20.828;-0.1;0.08;1.16;0.12;-0.39;0.34
20.83;-0.05;0.09;1.1;0.12;-0.39;0.34
20.831;-0.05;0.09;1.1;0.09;-0.28;0.19
20.853;-0.05;0.18;1.16;0.09;-0.28;0.19
20.855;-0.05;0.18;1.16;-0.01;-0.16;0.03
20.856;-0.05;0.23;1.11;-0.01;-0.16;0.03
20.858;-0.05;0.23;1.11;-0.05;-0.06;-0.09
20.859;-0.05;0.24;1.05;-0.05;-0.06;-0.09
20.861;-0.05;0.24;1.05;-0.09;-0.01;-0.18
20.866;-0.04;0.22;0.99;-0.09;-0.01;-0.18
20.87;-0.04;0.22;0.99;-0.13;0.02;-0.26
20.876;-0.05;0.17;0.93;-0.13;0.02;-0.26
20.884;-0.05;0.17;0.93;-0.15;0.05;-0.31
20.886;-0.06;0.12;0.86;-0.15;0.05;-0.31
20.89;-0.06;0.12;0.86;-0.12;0.08;-0.32
20.896;-0.06;0.08;0.76;-0.12;0.08;-0.32
20.902;-0.06;0.08;0.76;-0.08;0.08;-0.3
20.906;-0.06;0.05;0.69;-0.08;0.08;-0.3
20.91;-0.06;0.05;0.69;-0.04;0.07;-0.29
20.925;-0.05;0.01;0.64;-0.04;0.07;-0.29
20.927;-0.05;0.01;0.64;-0.02;0.04;-0.29
20.928;-0.08;-0.02;0.61;-0.02;0.04;-0.29
20.954;-0.08;-0.02;0.61;-0.01;-0.01;-0.31
20.956;-0.09;-0.08;0.6;-0.01;-0.01;-0.31
20.958;-0.09;-0.08;0.6;-0.01;-0.08;-0.32
20.958;-0.1;-0.12;0.64;-0.01;-0.08;-0.32
20.96;-0.1;-0.12;0.64;-0.03;-0.14;-0.33
20.961;-0.13;-0.16;0.68;-0.03;-0.14;-0.33
20.964;-0.13;-0.16;0.68;-0.07;-0.2;-0.33
20.967;-0.16;-0.21;0.73;-0.07;-0.2;-0.33
20.97;-0.16;-0.21;0.73;-0.12;-0.26;-0.33
20.976;-0.18;-0.24;0.8;-0.12;-0.26;-0.33
20.984;-0.18;-0.24;0.8;-0.17;-0.32;-0.33
20.986;-0.18;-0.26;0.86;-0.17;-0.32;-0.33
20.99;-0.18;-0.26;0.86;-0.21;-0.35;-0.31
21.001;-0.18;-0.25;0.9;-0.21;-0.35;-0.31
21.003;-0.18;-0.25;0.9;-0.21;-0.37;-0.28
21.006;-0.18;-0.21;0.92;-0.21;-0.37;-0.28
21.011;-0.18;-0.21;0.92;-0.18;-0.36;-0.24
21.025;-0.18;-0.16;0.93;-0.18;-0.36;-0.24
21.027;-0.18;-0.16;0.93;-0.13;-0.34;-0.19
21.028;-0.17;-0.1;0.92;-0.13;-0.34;-0.19
21.032;-0.17;-0.1;0.92;-0.08;-0.32;-0.15
21.051;-0.17;-0.05;0.91;-0.08;-0.32;-0.15
21.053;-0.17;-0.05;0.91;-0.03;-0.32;-0.11
21.054;-0.17;0.01;0.91;-0.03;-0.32;-0.11
21.055;-0.17;0.01;0.91;0.01;-0.31;-0.09
21.057;-0.17;0.05;0.94;0.01;-0.31;-0.09
21.062;-0.17;0.05;0.94;0.03;-0.31;-0.09
21.066;-0.19;0.09;0.97;0.03;-0.31;-0.09
21.07;-0.19;0.09;0.97;0.04;-0.3;-0.11
21.076;-0.21;0.09;1.02;0.04;-0.3;-0.11
21.084;-0.21;0.09;1.02;0.05;-0.28;-0.14
21.086;-0.23;0.07;1.07;0.05;-0.28;-0.14
21.091;-0.23;0.07;1.07;0.06;-0.25;-0.17
21.098;-0.25;0.02;1.13;0.06;-0.25;-0.17
21.101;-0.25;0.02;1.13;0.06;-0.19;-0.22
21.106;-0.26;-0.02;1.19;0.06;-0.19;-0.22
21.111;-0.26;-0.02;1.19;0.06;-0.11;-0.25
21.133;-0.26;-0.05;1.22;0.06;-0.11;-0.25
21.134;-0.26;-0.05;1.22;0.07;-0.02;-0.26
21.135;-0.26;-0.08;1.23;0.07;-0.02;-0.26
21.136;-0.26;-0.08;1.23;0.09;0.06;-0.26
21.138;-0.28;-0.09;1.22;0.09;0.06;-0.26
21.141;-0.28;-0.09;1.22;0.13;0.12;-0.25
21.157;-0.31;-0.12;1.19;0.13;0.12;-0.25
21.159;-0.31;-0.12;1.19;0.18;0.15;-0.23
21.16;-0.33;-0.15;1.15;0.18;0.15;-0.23
21.161;-0.33;-0.15;1.15;0.22;0.15;-0.19
21.168;-0.37;-0.16;1.12;0.22;0.15;-0.19
21.171;-0.37;-0.16;1.12;0.23;0.14;-0.15
21.176;-0.4;-0.14;1.1;0.23;0.14;-0.15
21.181;-0.4;-0.14;1.1;0.18;0.12;-0.1
21.186;-0.44;-0.11;1.1;0.18;0.12;-0.1
21.19;-0.44;-0.11;1.1;0.15;0.16;-0.11
21.198;-0.46;-0.07;1.1;0.15;0.16;-0.11
21.2;-0.46;-0.07;1.1;0.12;0.2;-0.14
21.206;-0.43;-0.05;1.11;0.12;0.2;-0.14
21.21;-0.43;-0.05;1.11;0.08;0.23;-0.18
21.224;-0.34;-0.04;1.18;0.08;0.23;-0.18
21.226;-0.34;-0.04;1.18;0.02;0.23;-0.19
21.227;-0.22;-0.11;1.21;0.02;0.23;-0.19
21.251;-0.22;-0.11;1.21;-0.07;0.12;-0.17
21.252;-0.09;-0.14;1.31;-0.07;0.12;-0.17
21.253;-0.09;-0.14;1.31;-0.16;-0.06;-0.12
21.254;-0.01;-0.16;1.47;-0.16;-0.06;-0.12
21.255;-0.01;-0.16;1.47;-0.25;-0.15;-0.08
21.257;-0.01;-0.2;1.59;-0.25;-0.15;-0.08
21.26;-0.01;-0.2;1.59;-0.37;-0.08;-0.04
21.267;-0.05;-0.21;1.65;-0.37;-0.08;-0.04
21.271;-0.05;-0.21;1.65;-0.44;0.11;0.02
21.276;-0.08;-0.22;1.62;-0.44;0.11;0.02
21.283;-0.08;-0.22;1.62;-0.43;0.37;0.11
21.286;-0.06;-0.23;1.48;-0.43;0.37;0.11
21.29;-0.06;-0.23;1.48;-0.38;0.62;0.21
21.298;0.02;-0.22;1.27;-0.38;0.62;0.21
21.3;0.02;-0.22;1.27;-0.33;0.78;0.29
21.306;0.11;-0.16;1.04;-0.33;0.78;0.29
21.311;0.11;-0.16;1.04;-0.31;0.83;0.31
21.334;0.22;-0.08;0.84;-0.31;0.83;0.31
21.336;0.22;-0.08;0.84;-0.3;0.77;0.27
21.337;0.29;0.01;0.66;-0.3;0.77;0.27
21.338;0.29;0.01;0.66;-0.32;0.63;0.19
21.339;0.33;0.1;0.52;-0.32;0.63;0.19
21.34;0.33;0.1;0.52;-0.37;0.43;0.09
21.365;0.33;0.19;0.43;-0.37;0.43;0.09
21.366;0.33;0.19;0.43;-0.42;0.17;-0.04
21.367;0.3;0.27;0.44;-0.42;0.17;-0.04
21.368;0.3;0.27;0.44;-0.44;-0.11;-0.16
21.369;0.19;0.3;0.55;-0.44;-0.11;-0.16
21.371;0.19;0.3;0.55;-0.42;-0.32;-0.24
21.376;0.07;0.27;0.72;-0.42;-0.32;-0.24
21.381;0.07;0.27;0.72;-0.34;-0.43;-0.25
21.387;-0.02;0.23;0.92;-0.34;-0.43;-0.25
21.391;-0.02;0.23;0.92;-0.21;-0.43;-0.21
21.397;-0.11;0.15;1.07;-0.21;-0.43;-0.21
21.4;-0.11;0.15;1.07;-0.07;-0.34;-0.12
21.406;-0.18;0.06;1.19;-0.07;-0.34;-0.12
21.411;-0.18;0.06;1.19;0.05;-0.22;0.0
21.417;-0.21;-0.03;1.26;0.05;-0.22;0.0
21.421;-0.21;-0.03;1.26;0.15;-0.1;0.12
21.427;-0.2;-0.1;1.26;0.15;-0.1;0.12
21.447;-0.2;-0.1;1.26;0.21;0.02;0.23
21.448;-0.19;-0.16;1.28;0.21;0.02;0.23
21.45;-0.19;-0.16;1.28;0.23;0.14;0.3
21.451;-0.16;-0.19;1.11;0.23;0.14;0.3
21.452;-0.16;-0.19;1.11;0.19;0.26;0.31
21.457;-0.09;-0.14;0.99;0.19;0.26;0.31
21.46;-0.09;-0.14;0.99;0.14;0.36;0.28
21.482;-0.07;-0.11;0.86;0.14;0.36;0.28
21.484;-0.07;-0.11;0.86;0.06;0.43;0.22
21.485;-0.05;-0.09;0.74;0.06;0.43;0.22
21.487;-0.05;-0.09;0.74;-0.02;0.45;0.14
21.487;-0.05;-0.06;0.67;-0.02;0.45;0.14
21.491;-0.05;-0.06;0.67;-0.09;0.41;0.09
21.497;-0.06;-0.03;0.62;-0.09;0.41;0.09
21.501;-0.06;-0.03;0.62;-0.13;0.34;0.07
21.506;-0.08;-0.01;0.59;-0.13;0.34;0.07
21.511;-0.08;-0.01;0.59;-0.12;0.24;0.1
21.516;-0.11;-0.01;0.61;-0.12;0.24;0.1
21.52;-0.11;-0.01;0.61;-0.09;0.11;0.16
21.526;-0.14;0.0;0.64;-0.09;0.11;0.16
21.55;-0.14;0.0;0.64;-0.05;-0.01;0.24
21.553;-0.17;0.01;0.7;-0.05;-0.01;0.24
21.554;-0.17;0.01;0.7;-0.01;-0.1;0.32
21.555;-0.2;0.04;0.76;-0.01;-0.1;0.32
21.558;-0.2;0.04;0.76;0.03;-0.16;0.39
21.56;-0.21;0.06;0.8;0.03;-0.16;0.39
21.567;-0.21;0.06;0.8;0.05;-0.2;0.45
21.568;-0.22;0.08;0.82;0.05;-0.2;0.45
21.575;-0.22;0.08;0.82;0.05;-0.22;0.47
21.579;-0.22;0.1;0.83;0.05;-0.22;0.47
21.587;-0.22;0.1;0.83;0.04;-0.24;0.47
21.588;-0.21;0.11;0.83;0.04;-0.24;0.47
21.591;-0.21;0.11;0.83;0.02;-0.26;0.45
21.599;-0.21;0.1;0.81;0.02;-0.26;0.45
21.601;-0.21;0.1;0.81;-0.01;-0.26;0.43
21.606;-0.2;0.07;0.81;-0.01;-0.26;0.43
21.611;-0.2;0.07;0.81;-0.04;-0.27;0.4
21.625;-0.2;0.04;0.81;-0.04;-0.27;0.4
21.627;-0.2;0.04;0.81;-0.08;-0.28;0.37
21.628;-0.22;-0.01;0.83;-0.08;-0.28;0.37
21.654;-0.22;-0.01;0.83;-0.1;-0.28;0.36
