time;gFx;gFy;gFz;wx;wy;wz
58.96;0.24;0.75;0.41;0.29;0.12;0.78
58.962;0.24;0.75;0.41;0.31;0.42;0.47
58.963;0.22;0.52;0.23;0.31;0.42;0.47
58.964;0.22;0.52;0.23;0.25;0.71;0.12
58.965;0.19;0.34;0.32;0.25;0.71;0.12
58.967;0.19;0.34;0.32;0.23;0.85;-0.19
58.968;0.15;-0.2;0.09;0.23;0.85;-0.19
58.97;0.15;-0.2;0.09;0.25;1.22;-0.4
58.978;0.12;0.25;0.08;0.25;1.22;-0.4
58.983;0.12;0.25;0.08;0.08;1.49;-0.61
58.986;0.19;0.09;0.03;0.08;1.49;-0.61
58.99;0.19;0.09;0.03;0.12;1.41;-0.61
58.997;0.17;0.04;-0.22;0.12;1.41;-0.61
59.0;0.17;0.04;-0.22;0.33;1.46;-0.55
59.007;0.21;0.01;-0.31;0.33;1.46;-0.55
59.012;0.21;0.01;-0.31;0.44;1.4;-0.53
59.017;0.56;0.15;-0.15;0.44;1.4;-0.53
59.02;0.56;0.15;-0.15;0.55;1.13;-0.55
59.042;0.9;-0.09;0.03;0.55;1.13;-0.55
59.043;0.9;-0.09;0.03;0.66;0.5;-0.56
59.045;1.44;-0.51;0.16;0.66;0.5;-0.56
59.046;1.44;-0.51;0.16;0.37;-0.11;-0.27
59.05;1.4;-0.65;0.36;0.37;-0.11;-0.27
59.051;1.4;-0.65;0.36;-0.2;-0.53;0.0
59.073;1.4;-0.65;0.36;-0.86;-1.65;-0.19
59.074;0.7;-1.0;-0.17;-0.86;-1.65;-0.19
59.076;0.7;-1.0;-0.17;-1.46;-3.26;-0.51
59.078;-0.47;-0.84;1.81;-1.46;-3.26;-0.51
59.085;-0.47;-0.84;1.81;-1.79;-5.22;-0.6
59.087;-2.23;0.31;3.96;-1.79;-5.22;-0.6
59.091;-2.23;0.31;3.96;-1.25;-6.05;-0.34
59.097;-1.47;0.99;4.0;-1.25;-6.05;-0.34
59.1;-1.47;0.99;4.0;-0.48;-4.82;-0.08
59.106;-1.29;0.65;3.99;-0.48;-4.82;-0.08
59.11;-1.29;0.65;3.99;0.1;-2.34;-0.16
59.116;-1.08;0.38;3.22;0.1;-2.34;-0.16
59.12;-1.08;0.38;3.22;0.49;-0.34;-0.23
59.151;-0.48;0.41;2.23;0.49;-0.34;-0.23
59.152;-0.48;0.41;2.23;0.58;0.54;-0.3
59.153;-0.41;0.74;1.78;0.58;0.54;-0.3
59.154;-0.41;0.74;1.78;0.49;1.05;-0.62
59.155;-0.1;0.47;1.3;0.49;1.05;-0.62
59.156;-0.1;0.47;1.3;0.31;1.33;-1.23
59.182;-0.1;0.47;1.3;0.13;1.21;-1.74
59.187;-0.09;0.32;1.05;0.13;1.21;-1.74
59.187;-0.09;0.32;1.05;0.12;0.88;-1.99
59.188;-0.22;0.17;1.01;0.12;0.88;-1.99
59.19;-0.22;0.17;1.01;0.28;0.48;-1.91
59.194;-0.17;0.05;0.87;0.28;0.48;-1.91
59.195;-0.17;0.05;0.87;0.54;0.16;-1.72
59.198;-0.18;-0.16;0.88;0.54;0.16;-1.72
59.201;-0.18;-0.16;0.88;0.68;-0.15;-1.62
59.208;-0.28;-0.37;0.98;0.68;-0.15;-1.62
59.213;-0.28;-0.37;0.98;0.66;-0.29;-1.58
59.216;-0.49;-0.55;1.0;0.66;-0.29;-1.58
59.22;-0.49;-0.55;1.0;0.54;-0.17;-1.51
59.235;-0.42;-0.58;1.03;0.54;-0.17;-1.51
59.237;-0.42;-0.58;1.03;0.37;0.01;-1.33
59.239;-0.45;-0.55;0.97;0.37;0.01;-1.33
59.243;-0.45;-0.55;0.97;0.22;0.33;-1.08
59.274;-0.44;-0.5;0.71;0.22;0.33;-1.08
59.276;-0.44;-0.5;0.71;0.03;0.75;-0.78
59.278;-0.34;-0.44;0.6;0.03;0.75;-0.78
59.279;-0.34;-0.44;0.6;-0.15;1.0;-0.41
59.279;-0.24;-0.39;0.44;-0.15;1.0;-0.41
59.28;-0.24;-0.39;0.44;-0.32;1.29;-0.05
59.282;-0.14;-0.34;0.37;-0.32;1.29;-0.05
59.282;-0.14;-0.34;0.37;-0.44;1.56;0.25
59.286;-0.07;-0.33;0.26;-0.44;1.56;0.25
59.292;-0.07;-0.33;0.26;-0.46;1.93;0.49
59.296;0.06;-0.29;0.09;-0.46;1.93;0.49
59.3;0.06;-0.29;0.09;-0.41;2.17;0.67
59.306;0.17;-0.24;0.01;-0.41;2.17;0.67
59.311;0.17;-0.24;0.01;-0.32;2.21;0.83
59.316;0.3;-0.2;-0.13;-0.32;2.21;0.83
59.32;0.3;-0.2;-0.13;-0.16;2.2;0.85
59.339;0.36;-0.15;-0.31;-0.16;2.2;0.85
59.341;0.36;-0.15;-0.31;-0.17;2.07;0.86
59.342;0.34;0.02;-0.48;-0.17;2.07;0.86
59.343;0.34;0.02;-0.48;-0.14;1.71;0.95
59.374;0.42;-0.12;-0.7;-0.14;1.71;0.95
59.378;0.42;-0.12;-0.7;-0.09;1.38;0.92
59.379;0.25;0.0;-0.74;-0.09;1.38;0.92
59.379;0.25;0.0;-0.74;-0.15;1.08;0.86
59.38;0.42;-0.09;-1.04;-0.15;1.08;0.86
59.381;0.42;-0.09;-1.04;-0.55;0.47;0.74
59.382;0.54;-0.15;-0.35;-0.55;0.47;0.74
59.383;0.54;-0.15;-0.35;-0.58;0.09;0.73
59.386;0.83;-0.13;0.15;-0.58;0.09;0.73
59.39;0.83;-0.13;0.15;-0.44;-0.5;0.55
59.396;1.94;0.05;0.63;-0.44;-0.5;0.55
59.401;1.94;0.05;0.63;-0.03;-1.55;0.35
59.406;2.73;0.58;0.83;-0.03;-1.55;0.35
59.423;2.73;0.58;0.83;0.35;-3.3;-0.03
59.425;2.51;0.74;0.64;0.35;-3.3;-0.03
59.426;2.51;0.74;0.64;0.34;-4.85;-0.15
59.427;0.51;0.41;0.49;0.34;-4.85;-0.15
59.459;0.51;0.41;0.49;0.3;-4.94;0.54
59.461;-1.98;-0.45;1.47;0.3;-4.94;0.54
59.462;-1.98;-0.45;1.47;1.58;-9.51;1.39
59.463;-3.62;-1.34;3.56;1.58;-9.51;1.39
59.464;-3.62;-1.34;3.56;0.71;-7.84;0.89
59.465;-1.76;-0.68;4.0;0.71;-7.84;0.89
59.466;-1.76;-0.68;4.0;-0.14;-1.92;0.82
59.467;-1.66;-0.4;4.0;-0.14;-1.92;0.82
59.47;-1.66;-0.4;4.0;-0.52;1.68;0.87
59.481;-1.93;-0.57;3.33;-0.52;1.68;0.87
59.482;-1.93;-0.57;3.33;-0.53;3.38;1.25
59.486;-0.96;-0.45;2.2;-0.53;3.38;1.25
59.49;-0.96;-0.45;2.2;-0.37;4.2;1.72
59.496;-0.38;-0.37;1.26;-0.37;4.2;1.72
59.5;-0.38;-0.37;1.26;-0.36;4.22;2.12
59.506;-0.19;-0.44;0.68;-0.36;4.22;2.12
59.523;-0.19;-0.44;0.68;-0.41;3.51;2.36
59.524;0.11;-0.24;-0.05;-0.41;3.51;2.36
59.525;0.11;-0.24;-0.05;-0.44;2.06;2.21
59.563;0.36;0.03;-0.05;-0.44;2.06;2.21
59.564;0.36;0.03;-0.05;-0.48;0.88;1.78
59.566;0.37;0.26;0.3;-0.48;0.88;1.78
59.566;0.37;0.26;0.3;-0.49;0.36;1.35
59.572;0.36;0.4;0.63;-0.49;0.36;1.35
59.573;0.36;0.4;0.63;-0.33;0.0;0.94
59.574;0.1;0.76;0.75;-0.33;0.0;0.94
59.575;0.1;0.76;0.75;-0.05;-0.19;0.65
59.577;0.1;0.76;0.75;0.27;-0.19;0.52
59.578;0.05;0.84;0.74;0.27;-0.19;0.52
59.581;0.05;0.84;0.74;0.5;0.03;0.39
59.587;0.14;0.63;0.61;0.5;0.03;0.39
59.592;0.14;0.63;0.61;0.57;0.4;0.2
59.599;0.09;0.37;0.49;0.57;0.4;0.2
59.6;0.09;0.37;0.49;0.56;0.76;0.01
59.61;0.09;0.37;0.49;0.58;1.1;-0.11
59.616;0.1;0.04;0.21;0.58;1.1;-0.11
59.62;0.1;0.04;0.21;0.59;1.5;-0.21
59.64;0.25;-0.29;-0.14;0.59;1.5;-0.21
59.642;0.25;-0.29;-0.14;0.54;1.82;-0.34
59.643;0.03;0.1;-0.15;0.54;1.82;-0.34
59.644;0.03;0.1;-0.15;0.37;1.94;-0.46
59.646;0.19;0.01;-0.36;0.37;1.94;-0.46
59.65;0.19;0.01;-0.36;0.45;1.8;-0.37
59.656;0.2;-0.03;-0.5;0.45;1.8;-0.37
59.672;0.2;-0.03;-0.5;0.59;1.59;-0.39
59.673;0.22;-0.01;-0.7;0.59;1.59;-0.39
59.674;0.22;-0.01;-0.7;0.65;1.42;-0.48
59.681;0.4;0.19;-0.16;0.65;1.42;-0.48
59.683;0.4;0.19;-0.16;0.7;0.83;-0.58
59.687;0.96;-0.2;-0.16;0.7;0.83;-0.58
59.691;0.96;-0.2;-0.16;0.75;0.22;-0.64
59.699;1.63;-0.5;0.15;0.75;0.22;-0.64
59.701;1.63;-0.5;0.15;0.3;-0.72;-0.23
59.706;2.2;-0.68;0.26;0.3;-0.72;-0.23
59.71;2.2;-0.68;0.26;-0.39;-1.7;0.05
59.717;1.67;-1.05;-0.04;-0.39;-1.7;0.05
59.72;1.67;-1.05;-0.04;-1.01;-2.93;-0.27
59.742;0.81;-0.86;0.47;-1.01;-2.93;-0.27
59.743;0.81;-0.86;0.47;-1.59;-4.16;-0.82
59.744;-1.09;-0.4;2.12;-1.59;-4.16;-0.82
59.763;-1.09;-0.4;2.12;-1.69;-5.07;-0.98
59.764;-2.74;0.97;3.98;-1.69;-5.07;-0.98
59.766;-2.74;0.97;3.98;-0.6;-6.22;-0.49
59.767;-1.58;1.17;4.0;-0.6;-6.22;-0.49
59.768;-1.58;1.17;4.0;-0.11;-4.96;-0.35
59.769;-1.57;0.62;3.98;-0.11;-4.96;-0.35
59.77;-1.57;0.62;3.98;0.33;-1.85;-0.48
59.782;-1.04;0.1;2.87;0.33;-1.85;-0.48
59.783;-1.04;0.1;2.87;0.64;-0.23;-0.46
59.787;-0.81;0.73;2.44;0.64;-0.23;-0.46
59.79;-0.81;0.73;2.44;0.63;0.54;-0.46
59.796;-0.31;0.61;1.86;0.63;0.54;-0.46
59.8;-0.31;0.61;1.86;0.55;1.4;-0.98
59.806;-0.07;0.47;1.23;0.55;1.4;-0.98
59.81;-0.07;0.47;1.23;0.38;1.85;-1.53
59.816;-0.12;0.28;0.87;0.38;1.85;-1.53
59.82;-0.12;0.28;0.87;0.24;1.71;-1.97
59.839;-0.19;0.13;0.88;0.24;1.71;-1.97
59.841;-0.19;0.13;0.88;0.23;1.23;-2.2
59.842;-0.26;0.01;0.85;0.23;1.23;-2.2
59.843;-0.26;0.01;0.85;0.38;0.74;-2.17
59.846;-0.36;-0.12;0.99;0.38;0.74;-2.17
59.85;-0.36;-0.12;0.99;0.53;0.29;-2.06
59.878;-0.41;-0.31;1.06;0.53;0.29;-2.06
59.88;-0.41;-0.31;1.06;0.64;0.09;-1.93
59.881;-0.43;-0.49;1.07;0.64;0.09;-1.93
59.882;-0.43;-0.49;1.07;0.65;0.11;-1.77
59.883;-0.41;-0.58;1.05;0.65;0.11;-1.77
59.884;-0.41;-0.58;1.05;0.55;0.3;-1.58
59.886;-0.42;-0.64;0.91;0.55;0.3;-1.58
59.894;-0.42;-0.64;0.91;0.36;0.59;-1.34
59.896;-0.37;-0.6;0.85;0.36;0.59;-1.34
59.903;-0.37;-0.6;0.85;-0.08;1.31;-0.66
59.91;-0.26;-0.51;0.58;-0.08;1.31;-0.66
59.917;-0.18;-0.46;0.46;-0.08;1.31;-0.66
59.92;-0.18;-0.46;0.46;-0.26;1.55;-0.32
59.946;-0.02;-0.33;0.39;-0.26;1.55;-0.32
59.948;-0.02;-0.33;0.39;-0.35;1.79;-0.02
59.949;0.15;-0.23;0.27;-0.35;1.79;-0.02
59.95;0.15;-0.23;0.27;-0.3;1.94;0.2
59.951;0.25;-0.2;0.12;-0.3;1.94;0.2
59.952;0.25;-0.2;0.12;-0.26;2.1;0.32
59.987;0.36;-0.15;-0.06;-0.26;2.1;0.32
59.989;0.36;-0.15;-0.06;-0.24;2.41;0.38
59.991;0.38;-0.12;-0.41;-0.24;2.41;0.38
59.992;0.38;-0.12;-0.41;-0.22;1.86;0.41
59.994;0.37;-0.07;-0.54;-0.22;1.86;0.41
59.995;0.37;-0.07;-0.54;-0.22;1.55;0.43
59.997;0.34;0.07;-0.51;-0.22;1.55;0.43
59.998;0.34;0.07;-0.51;-0.02;1.65;0.49
60.0;0.33;0.09;-0.69;-0.02;1.65;0.49
60.002;0.33;0.09;-0.69;0.05;1.36;0.47
60.008;0.64;-0.11;-1.12;0.05;1.36;0.47
60.024;0.64;-0.11;-1.12;-0.29;0.4;0.3
60.026;0.84;-0.07;-0.36;-0.29;0.4;0.3
60.027;0.84;-0.07;-0.36;-0.26;-0.3;0.11
60.028;1.53;0.12;0.21;-0.26;-0.3;0.11
60.03;1.53;0.12;0.21;0.09;-0.67;-0.25
60.036;1.67;0.29;0.63;0.09;-0.67;-0.25
60.06;1.67;0.29;0.63;0.47;-1.61;-0.5
60.062;2.12;0.64;0.55;0.47;-1.61;-0.5
60.064;2.12;0.64;0.55;0.58;-3.08;-0.32
60.064;1.07;0.88;0.09;0.58;-3.08;-0.32
60.066;1.07;0.88;0.09;0.56;-4.33;0.27
60.067;0.13;0.67;0.37;0.56;-4.33;0.27
60.07;0.13;0.67;0.37;0.79;-5.58;0.69
60.078;-1.69;-0.42;0.73;0.79;-5.58;0.69
60.08;-1.69;-0.42;0.73;0.57;-8.05;0.85
60.086;-3.12;-2.26;3.89;0.57;-8.05;0.85
60.09;-3.12;-2.26;3.89;0.39;-7.2;0.78
60.096;-1.48;-1.28;4.0;0.39;-7.2;0.78
60.1;-1.48;-1.28;4.0;-0.09;-2.46;0.65
60.106;-1.68;-0.6;4.0;-0.09;-2.46;0.65
60.123;-1.68;-0.6;4.0;-0.28;0.83;0.64
60.127;-1.02;-0.38;3.33;-0.28;0.83;0.64
60.128;-1.02;-0.38;3.33;-0.45;2.24;0.64
60.129;-1.39;-0.29;2.17;-0.45;2.24;0.64
60.13;-1.39;-0.29;2.17;-0.47;2.72;0.93
60.136;-0.63;-0.54;1.54;-0.47;2.72;0.93
60.155;-0.63;-0.54;1.54;-0.46;2.85;1.4
60.157;-0.32;-0.47;1.02;-0.46;2.85;1.4
60.158;-0.32;-0.47;1.02;-0.53;2.37;1.85
60.159;-0.25;-0.24;0.52;-0.53;2.37;1.85
60.161;-0.25;-0.24;0.52;-0.66;1.52;2.14
60.167;-0.1;0.0;0.42;-0.66;1.52;2.14
60.174;-0.1;0.0;0.42;-0.83;0.8;2.12
60.177;0.0;0.18;0.49;-0.83;0.8;2.12
60.186;0.08;0.3;0.62;-0.83;0.8;2.12
60.191;0.08;0.3;0.62;-0.93;0.09;1.69
60.196;0.04;0.42;0.78;-0.93;0.09;1.69
60.2;0.04;0.42;0.78;-0.77;-0.01;1.45
60.206;0.0;0.52;0.96;-0.77;-0.01;1.45
60.21;0.0;0.52;0.96;-0.5;0.1;1.22
60.216;0.08;0.57;1.01;-0.5;0.1;1.22
60.22;0.08;0.57;1.01;-0.2;0.31;0.99
60.234;0.12;0.6;0.8;-0.2;0.31;0.99
60.236;0.12;0.6;0.8;0.09;0.63;0.73
60.237;0.14;0.56;0.57;0.09;0.63;0.73
60.264;0.14;0.56;0.57;0.3;0.98;0.46
60.265;0.18;0.45;0.45;0.3;0.98;0.46
60.267;0.18;0.45;0.45;0.44;1.31;0.19
60.268;0.21;0.37;0.26;0.44;1.31;0.19
60.269;0.21;0.37;0.26;0.59;1.64;-0.05
60.27;0.25;0.25;0.05;0.59;1.64;-0.05
60.272;0.25;0.25;0.05;0.71;1.88;-0.28
60.276;0.27;0.13;-0.16;0.71;1.88;-0.28
60.28;0.27;0.13;-0.16;0.74;1.95;-0.43
60.286;0.32;-0.15;-0.38;0.74;1.95;-0.43
60.291;0.32;-0.15;-0.38;0.68;1.76;-0.47
60.296;0.23;0.05;-0.36;0.68;1.76;-0.47
60.301;0.23;0.05;-0.36;0.48;1.54;-0.58
60.307;0.22;0.1;-0.43;0.48;1.54;-0.58
60.31;0.22;0.1;-0.43;0.36;1.42;-0.57
60.316;0.24;0.1;-0.51;0.36;1.42;-0.57
60.32;0.24;0.1;-0.51;0.4;1.4;-0.41
60.334;0.43;0.17;-0.6;0.4;1.4;-0.41
60.336;0.43;0.17;-0.6;0.51;1.27;-0.33
60.338;0.75;0.25;-0.23;0.51;1.27;-0.33
60.367;0.75;0.25;-0.23;0.67;0.62;-0.47
60.368;1.02;-0.07;-0.14;0.67;0.62;-0.47
60.369;1.02;-0.07;-0.14;0.73;-0.17;-0.61
60.37;1.82;-0.33;0.19;0.73;-0.17;-0.61
60.371;1.82;-0.33;0.19;0.27;-0.92;-0.29
60.372;1.76;-0.43;0.39;0.27;-0.92;-0.29
60.373;1.76;-0.43;0.39;-0.38;-1.73;-0.01
60.377;1.89;-1.21;-0.05;-0.38;-1.73;-0.01
60.384;1.89;-1.21;-0.05;-1.2;-3.02;-0.37
60.386;0.66;-1.08;0.6;-1.2;-3.02;-0.37
60.396;-2.26;-0.79;2.9;-1.2;-3.02;-0.37
60.4;-2.26;-0.79;2.9;-1.98;-5.79;-0.64
60.419;-2.79;1.46;4.0;-1.98;-5.79;-0.64
60.423;-2.79;1.46;4.0;-0.58;-6.44;0.15
60.424;-1.58;1.26;4.0;-0.58;-6.44;0.15
60.426;-1.58;1.26;4.0;-0.05;-4.59;-0.34
60.428;-1.45;0.88;3.97;-0.05;-4.59;-0.34
60.43;-1.45;0.88;3.97;0.41;-1.38;-0.43
60.436;-0.79;0.43;2.54;0.41;-1.38;-0.43
60.456;-0.79;0.43;2.54;0.58;0.34;-0.53
60.458;-0.77;0.96;2.23;0.58;0.34;-0.53
60.459;-0.77;0.96;2.23;0.61;1.12;-0.72
60.459;0.0;0.71;1.33;0.61;1.12;-0.72
60.461;0.0;0.71;1.33;0.54;1.89;-1.46
60.466;-0.08;0.63;1.01;0.54;1.89;-1.46
60.47;-0.08;0.63;1.01;0.39;1.87;-2.16
60.476;-0.05;0.33;0.86;0.39;1.87;-2.16
60.48;-0.05;0.33;0.86;0.24;1.7;-2.54
60.486;-0.14;0.15;0.79;0.24;1.7;-2.54
60.493;-0.14;0.15;0.79;0.29;1.24;-2.64
60.497;-0.24;-0.03;0.77;0.29;1.24;-2.64
60.501;-0.24;-0.03;0.77;0.45;0.63;-2.47
60.508;-0.28;-0.23;0.84;0.45;0.63;-2.47
60.511;-0.28;-0.23;0.84;0.56;0.27;-2.29
60.516;-0.32;-0.43;0.86;0.56;0.27;-2.29
60.521;-0.32;-0.43;0.86;0.62;0.12;-2.03
60.538;-0.29;-0.67;0.81;0.62;0.12;-2.03
60.539;-0.29;-0.67;0.81;0.59;0.11;-1.71
60.541;-0.23;-0.88;0.73;0.59;0.11;-1.71
60.542;-0.23;-0.88;0.73;0.39;0.2;-1.4
60.547;-0.22;-0.98;0.7;0.39;0.2;-1.4
60.551;-0.22;-0.98;0.7;0.06;0.36;-1.06
60.574;-0.25;-0.94;0.69;0.06;0.36;-1.06
60.575;-0.25;-0.94;0.69;-0.23;0.61;-0.7
60.576;-0.24;-0.75;0.58;-0.23;0.61;-0.7
60.578;-0.24;-0.75;0.58;-0.43;1.02;-0.31
60.579;-0.16;-0.46;0.43;-0.43;1.02;-0.31
60.581;-0.16;-0.46;0.43;-0.56;1.44;0.06
60.586;-0.07;-0.3;0.27;-0.56;1.44;0.06
60.593;-0.07;-0.3;0.27;-0.65;1.78;0.36
60.597;0.09;0.11;0.3;-0.65;1.78;0.36
60.601;0.09;0.11;0.3;-0.63;1.9;0.78
60.609;0.29;-0.06;0.07;-0.63;1.9;0.78
60.611;0.29;-0.06;0.07;-0.5;2.21;0.68
60.616;0.31;-0.11;-0.2;-0.5;2.21;0.68
60.62;0.31;-0.11;-0.2;-0.49;2.16;0.51
60.635;0.24;0.05;-0.34;-0.49;2.16;0.51
60.637;0.24;0.05;-0.34;-0.41;1.86;0.47
60.638;0.32;0.04;-0.52;-0.41;1.86;0.47
60.669;0.32;0.04;-0.52;-0.38;1.47;0.42
60.671;0.31;0.01;-0.65;-0.38;1.47;0.42
60.672;0.31;0.01;-0.65;-0.33;1.14;0.36
60.673;0.21;-0.06;-0.67;-0.33;1.14;0.36
60.674;0.21;-0.06;-0.67;-0.41;0.89;0.26
60.676;0.68;0.04;-0.33;-0.41;0.89;0.26
60.678;0.68;0.04;-0.33;-0.45;0.24;0.19
60.679;1.28;0.36;0.2;-0.45;0.24;0.19
60.68;1.28;0.36;0.2;-0.1;-0.2;-0.07
60.686;1.76;0.61;0.53;-0.1;-0.2;-0.07
60.694;1.76;0.61;0.53;0.35;-0.72;-0.31
60.696;2.14;0.94;0.52;0.35;-0.72;-0.31
60.701;2.14;0.94;0.52;0.74;-2.42;-0.43
60.708;2.1;1.12;0.52;0.74;-2.42;-0.43
60.711;2.1;1.12;0.52;1.0;-4.63;-0.1
60.716;0.8;0.8;0.52;1.0;-4.63;-0.1
60.721;0.8;0.8;0.52;1.14;-6.19;0.61
60.727;-1.0;-0.2;1.02;1.14;-6.19;0.61
60.73;-1.0;-0.2;1.02;1.11;-7.55;1.02
60.736;-3.57;-2.51;3.73;1.11;-7.55;1.02
60.752;-3.57;-2.51;3.73;0.45;-6.61;0.55
60.754;-1.46;-1.42;4.0;0.45;-6.61;0.55
60.755;-1.46;-1.42;4.0;-0.73;-2.89;0.26
60.757;-1.75;-0.86;4.0;-0.73;-2.89;0.26
60.785;-1.75;-0.86;4.0;-0.93;0.04;0.52
60.787;-1.39;-0.93;3.68;-0.93;0.04;0.52
60.789;-1.39;-0.93;3.68;-0.86;1.6;0.84
60.79;-1.56;-0.53;2.73;-0.86;1.6;0.84
60.791;-1.56;-0.53;2.73;-0.6;2.46;1.35
60.792;-0.64;-0.47;1.95;-0.6;2.46;1.35
60.794;-0.64;-0.47;1.95;-0.45;2.97;1.8
60.797;-0.07;-0.34;1.07;-0.45;2.97;1.8
60.8;-0.07;-0.34;1.07;-0.42;2.73;2.12
60.81;-0.17;-0.29;0.79;-0.42;2.73;2.12
60.813;-0.17;-0.29;0.79;-0.51;1.99;2.34
60.816;-0.12;0.02;0.22;-0.51;1.99;2.34
60.835;0.03;0.19;0.59;-0.51;1.99;2.34
60.837;0.03;0.19;0.59;-0.79;0.52;2.09
60.838;0.1;0.36;0.77;-0.79;0.52;2.09
60.871;0.1;0.36;0.77;-0.8;0.33;1.81
60.873;0.08;0.53;0.92;-0.8;0.33;1.81
60.874;0.08;0.53;0.92;-0.61;0.23;1.56
60.875;0.04;0.71;1.06;-0.61;0.23;1.56
60.877;0.04;0.71;1.06;-0.3;0.34;1.36
60.878;0.14;0.8;1.08;-0.3;0.34;1.36
60.879;0.14;0.8;1.08;0.01;0.62;1.1
60.88;0.16;0.78;0.72;0.01;0.62;1.1
60.881;0.16;0.78;0.72;0.25;1.0;0.75
60.886;0.13;0.64;0.53;0.25;1.0;0.75
60.891;0.13;0.64;0.53;0.42;1.43;0.41
60.896;0.19;0.49;0.32;0.42;1.43;0.41
60.9;0.19;0.49;0.32;0.59;1.88;0.12
60.909;0.24;0.34;0.07;0.59;1.88;0.12
60.911;0.24;0.34;0.07;0.76;2.13;-0.13
60.916;0.31;0.01;-0.14;0.76;2.13;-0.13
60.92;0.31;0.01;-0.14;0.85;2.09;-0.3
60.926;0.32;0.01;-0.22;0.85;2.09;-0.3
60.93;0.32;0.01;-0.22;0.7;2.02;-0.5
60.936;0.31;0.08;-0.4;0.7;2.02;-0.5
60.953;0.31;0.08;-0.4;0.5;1.72;-0.61
60.954;0.36;0.11;-0.46;0.5;1.72;-0.61
60.955;0.36;0.11;-0.46;0.48;1.6;-0.42
60.957;0.36;0.04;-0.77;0.48;1.6;-0.42
61.002;0.36;0.04;-0.77;0.53;1.71;-0.34
61.003;0.24;0.0;-0.85;0.53;1.71;-0.34
61.005;0.24;0.0;-0.85;0.55;1.28;-0.38
61.006;0.27;0.02;-0.61;0.55;1.28;-0.38
61.007;0.27;0.02;-0.61;0.53;0.63;-0.43
61.008;0.57;0.21;-0.13;0.53;0.63;-0.43
61.009;0.57;0.21;-0.13;0.6;0.05;-0.54
61.01;0.67;0.03;0.05;0.6;0.05;-0.54
61.011;0.67;0.03;0.05;0.72;-0.4;-0.69
61.012;1.51;-0.22;0.05;0.72;-0.4;-0.69
61.013;1.51;-0.22;0.05;0.48;-1.1;-0.5
61.017;1.49;-0.3;0.25;0.48;-1.1;-0.5
61.021;1.49;-0.3;0.25;-0.1;-1.94;-0.19
61.036;2.13;-1.04;0.14;-0.1;-1.94;-0.19
61.038;2.13;-1.04;0.14;-1.0;-2.92;-0.27
61.039;1.01;-1.02;0.49;-1.0;-2.92;-0.27
61.041;1.01;-1.02;0.49;-2.11;-4.18;-0.55
61.047;-0.97;-0.74;2.09;-2.11;-4.18;-0.55
61.05;-0.97;-0.74;2.09;-2.25;-5.01;-0.72
61.077;-3.11;0.78;3.8;-2.25;-5.01;-0.72
61.079;-3.11;0.78;3.8;-1.04;-5.78;-0.14
61.08;-2.09;1.5;4.0;-1.04;-5.78;-0.14
61.081;-2.09;1.5;4.0;-0.23;-5.18;-0.29
61.083;-1.55;0.96;4.0;-0.23;-5.18;-0.29
61.084;-1.55;0.96;4.0;0.4;-2.55;-0.49
61.087;-1.36;0.73;3.62;0.4;-2.55;-0.49
61.093;-1.36;0.73;3.62;0.72;-0.01;-0.52
61.097;-0.5;0.57;1.95;0.72;-0.01;-0.52
61.101;-0.5;0.57;1.95;0.73;1.23;-0.72
61.106;-0.2;0.81;1.53;0.73;1.23;-0.72
61.111;-0.2;0.81;1.53;0.68;1.84;-1.12
61.116;0.17;0.44;1.04;0.68;1.84;-1.12
61.12;0.17;0.44;1.04;0.57;2.13;-1.89
61.126;0.04;0.34;0.81;0.57;2.13;-1.89
61.13;0.04;0.34;0.81;0.4;2.0;-2.37
61.136;0.01;0.22;0.4;0.4;2.0;-2.37
61.151;0.01;0.22;0.4;0.37;1.7;-2.49
61.152;-0.04;0.01;0.59;0.37;1.7;-2.49
61.154;-0.04;0.01;0.59;0.48;0.86;-2.47
61.183;-0.13;-0.18;0.57;0.48;0.86;-2.47
61.185;-0.13;-0.18;0.57;0.58;0.39;-2.38
61.186;-0.22;-0.42;0.69;0.58;0.39;-2.38
61.189;-0.22;-0.42;0.69;0.62;0.01;-2.25
61.192;-0.36;-0.66;0.79;0.62;0.01;-2.25
61.193;-0.36;-0.66;0.79;0.57;-0.15;-2.0
61.194;-0.43;-0.89;0.83;0.57;-0.15;-2.0
61.195;-0.43;-0.89;0.83;0.39;-0.06;-1.65
61.201;-0.38;-0.97;0.89;0.39;-0.06;-1.65
61.202;-0.38;-0.97;0.89;0.18;0.13;-1.23
61.207;-0.4;-1.0;0.78;0.18;0.13;-1.23
61.21;-0.4;-1.0;0.78;-0.01;0.44;-0.78
61.216;-0.29;-0.8;0.71;-0.01;0.44;-0.78
61.221;-0.29;-0.8;0.71;-0.2;0.81;-0.34
61.227;-0.14;-0.53;0.6;-0.2;0.81;-0.34
61.232;-0.14;-0.53;0.6;-0.34;1.32;0.03
61.236;-0.01;-0.26;0.32;-0.34;1.32;0.03
61.254;-0.01;-0.26;0.32;-0.41;1.75;0.31
61.255;0.15;0.1;0.36;-0.41;1.75;0.31
61.256;0.15;0.1;0.36;-0.27;1.93;0.71
61.257;0.27;-0.13;0.12;-0.27;1.93;0.71
61.26;0.27;-0.13;0.12;-0.22;2.09;0.66
